	55157
AC006459.1	2942
AC006460.1	607
AC006460.2	211
AC006463.1	517
AC006466.1	2504
AC006478.1	446
AC006478.2	1529
AC006480.1	7
AC006480.2	1426
AC006480.3	100
AC006482.1	1150
AC006483.1	265
AC006483.2	115
AC006484.1	969
AC006486.1	173
AC006486.2	70
AC006487.1	167
AC006487.2	380
AC006499.1	349
AC006499.2	148
AC006499.3	126
AC006499.4	96
AC006499.5	63
AC006499.6	286
AC006499.7	878
AC006499.8	219
AC006504.1	201
AC006504.2	127
AC006504.3	112
AC006504.4	128
AC006504.5	1910
AC006504.6	199
AC006504.7	12
AC006509.1	197
AC006509.2	258
AC006509.3	247
AC006511.1	237
AC006511.2	256
AC006511.3	71
AC006511.4	121
AC006511.5	145
AC006511.6	32
AC006511.7	165
AC006512.1	219
AC006512.2	178
AC006517.1	100
AC006517.2	205
AC006517.3	324
AC006517.4	70
AC006517.5	71
AC006517.6	109
AC006518.1	29
AC006518.2	44
AC006525.1	1040
AC006529.1	360
AC006530.1	179
AC006538.1	150
AC006538.2	181
AC006538.3	237
AC006538.4	635
AC006539.1	111
AC006539.2	140
AC006539.3	124
AC006547.1	148
AC006547.2	44
AC006547.3	19
AC006547.4	49
AC006548.1	308
AC006548.2	368
AC006548.3	576
AC006557.1	93
AC006557.2	85
AC006557.3	59
AC006557.4	125
AC006557.5	169
AC006557.6	747
AC006566.1	358
AC006566.2	346
AC006581.1	94
AC006581.2	119
AC006583.1	103
AC006600.1	2246
AC006600.2	783
AC006840.1	3646
AC006924.1	2032
AC006927.1	186
AC006927.2	94
AC006927.3	309
AC006927.4	39
AC006927.5	162
AC006942.1	23
AC006946.1	189
AC006946.2	182
AC006946.3	82
AC006947.1	523
AC006960.1	309
AC006960.2	143
AC006960.3	1320
AC006960.4	243
AC006963.1	1213
AC006963.2	3608
AC006965.1	2160
AC006967.1	718
AC006967.2	839
AC006967.3	694
AC006970.1	310
AC006970.2	288
AC006971.1	653
AC006972.1	241
AC006974.1	2962
AC006974.2	830
AC006978.1	46
AC006978.2	62
AC006986.1	1
AC006987.1	25
AC006989.1	4
AC006994.1	165
AC007000.2	9
AC007000.3	17
AC007000.4	216
AC007001.1	258
AC007003.1	324
AC007009.1	857
AC007012.1	217
AC007012.2	712
AC007014.1	314
AC007014.2	249
AC007016.1	433
AC007021.1	1723
AC007027.1	2983
AC007029.1	642
AC007029.2	269
AC007032.1	136
AC007036.1	190
AC007036.2	37
AC007036.3	25
AC007036.4	75
AC007036.5	66
AC007038.1	67
AC007040.1	140
AC007040.2	1150
AC007040.3	368
AC007064.1	10
AC007064.2	15
AC007064.3	43
AC007064.4	24
AC007066.1	97
AC007066.2	150
AC007066.3	26
AC007068.1	38
AC007091.1	1665
AC007092.1	2374
AC007098.1	623
AC007098.2	390
AC007099.1	391
AC007099.2	1267
AC007099.3	362
AC007100.1	3422
AC007100.2	1227
AC007106.1	2604
AC007106.2	1405
AC007114.1	291
AC007114.2	317
AC007115.1	1031
AC007126.1	2557
AC007128.1	1886
AC007128.2	139
AC007130.1	359
AC007132.1	2153
AC007136.1	15
AC007151.1	625
AC007159.1	442
AC007160.1	184
AC007161.1	201
AC007161.2	160
AC007161.3	93
AC007179.1	831
AC007179.2	2156
AC007179.3	657
AC007182.1	469
AC007182.2	147
AC007191.1	19
AC007192.1	121
AC007192.2	162
AC007193.1	49
AC007193.2	80
AC007193.3	40
AC007204.1	95
AC007204.2	354
AC007207.1	1398
AC007215.1	373
AC007216.1	107
AC007216.2	93
AC007216.3	29
AC007216.4	46
AC007216.5	63
AC007218.1	2391
AC007218.2	822
AC007218.3	1020
AC007220.1	358
AC007220.2	467
AC007221.1	1602
AC007222.1	5017
AC007222.2	2324
AC007223.1	1375
AC007224.1	173
AC007224.2	122
AC007225.1	392
AC007225.2	248
AC007229.1	125
AC007237.1	1013
AC007238.1	4185
AC007240.1	529
AC007240.2	51
AC007240.3	933
AC007242.1	134
AC007250.1	395
AC007253.1	1983
AC007255.1	631
AC007255.2	606
AC007262.1	377
AC007262.2	41
AC007269.1	1035
AC007271.1	307
AC007272.1	21
AC007272.2	8
AC007274.3	4
AC007277.1	202
AC007277.2	2089
AC007278.1	110
AC007278.2	48
AC007279.1	107
AC007279.2	112
AC007283.1	26
AC007284.1	2
AC007285.1	176
AC007285.2	87
AC007292.1	61
AC007292.2	66
AC007292.3	127
AC007298.1	963
AC007298.2	269
AC007308.1	282
AC007312.1	667
AC007314.1	527
AC007317.1	333
AC007317.2	3383
AC007318.1	208
AC007318.2	229
AC007318.3	273
AC007319.1	859
AC007326.1	234
AC007326.2	168
AC007326.3	167
AC007326.5	228
AC007327.1	127
AC007327.2	86
AC007333.1	556
AC007333.2	1029
AC007336.1	142
AC007336.2	320
AC007336.3	495
AC007342.1	80
AC007342.2	468
AC007342.3	275
AC007342.4	186
AC007342.5	113
AC007342.6	27
AC007342.7	34
AC007342.8	30
AC007342.9	92
AC007343.1	730
AC007344.1	1049
AC007346.1	296
AC007346.2	1142
AC007347.1	99
AC007347.2	528
AC007349.1	978
AC007349.2	487
AC007349.3	258
AC007349.4	840
AC007350.1	819
AC007351.1	115
AC007351.2	5
AC007351.3	8
AC007351.4	8
AC007362.1	1587
AC007363.1	546
AC007365.1	28
AC007365.2	193
AC007368.1	434
AC007370.1	1000
AC007370.2	752
AC007375.1	641
AC007375.2	201
AC007375.3	1083
AC007376.1	320
AC007376.2	91
AC007378.1	252
AC007381.1	4666
AC007381.2	1926
AC007382.1	29
AC007383.1	51
AC007383.2	50
AC007384.1	191
AC007386.1	269
AC007387.1	256
AC007387.2	195
AC007389.1	506
AC007389.2	136
AC007389.3	2303
AC007389.4	184
AC007389.5	1406
AC007390.1	21
AC007391.1	335
AC007391.2	360
AC007391.3	523
AC007395.1	156
AC007402.1	424
AC007402.2	1069
AC007403.1	1310
AC007405.1	163
AC007405.2	349
AC007405.3	412
AC007405.4	42
AC007405.5	468
AC007406.1	1151
AC007406.2	265
AC007406.3	237
AC007406.4	1014
AC007406.5	252
AC007422.1	1741
AC007423.1	1219
AC007424.1	538
AC007431.1	335
AC007431.2	1015
AC007431.3	533
AC007432.1	1864
AC007435.1	74
AC007448.1	8
AC007448.2	212
AC007448.3	125
AC007448.4	20
AC007448.5	187
AC007450.1	784
AC007450.2	79
AC007450.3	162
AC007450.4	77
AC007458.1	1114
AC007463.1	1432
AC007463.2	1165
AC007483.1	1428
AC007485.1	538
AC007485.2	19
AC007490.1	353
AC007491.1	1000
AC007493.1	255
AC007493.2	781
AC007494.1	97
AC007494.2	93
AC007494.3	55
AC007495.1	175
AC007496.1	100
AC007496.2	260
AC007496.3	733
AC007497.1	266
AC007497.2	330
AC007513.1	1177
AC007527.1	1008
AC007527.2	133
AC007528.1	226
AC007529.1	357
AC007529.2	426
AC007533.1	237
AC007533.2	144
AC007535.1	263
AC007536.1	236
AC007537.1	127
AC007540.1	1147
AC007540.2	1089
AC007541.1	170
AC007546.1	60
AC007546.2	210
AC007546.3	498
AC007547.1	1064
AC007547.2	130
AC007547.3	745
AC007551.1	142
AC007551.2	102
AC007552.1	242
AC007552.2	201
AC007556.1	117
AC007557.1	51
AC007557.2	135
AC007557.3	671
AC007557.4	46
AC007559.1	971
AC007560.1	2464
AC007563.1	402
AC007563.2	221
AC007563.3	180
AC007566.1	57
AC007566.2	325
AC007568.1	1188
AC007569.1	207
AC007570.1	324
AC007595.1	761
AC007598.1	442
AC007598.2	374
AC007598.3	228
AC007599.1	95
AC007599.2	164
AC007599.3	147
AC007601.1	92
AC007601.2	383
AC007603.1	573
AC007603.2	592
AC007603.3	441
AC007608.1	362
AC007608.2	1008
AC007608.3	432
AC007608.4	295
AC007610.1	118
AC007610.2	207
AC007610.3	160
AC007610.4	71
AC007610.5	69
AC007610.6	41
AC007610.7	160
AC007611.1	1289
AC007613.1	122
AC007613.2	52
AC007614.1	930
AC007614.2	521
AC007618.1	1938
AC007619.1	225
AC007619.2	180
AC007620.1	557
AC007620.2	48
AC007620.3	104
AC007621.1	225
AC007622.1	68
AC007622.2	119
AC007631.1	2059
AC007637.1	225
AC007638.1	333
AC007638.2	945
AC007639.1	1703
AC007649.1	2089
AC007652.1	867
AC007652.2	1055
AC007652.3	2375
AC007655.1	263
AC007655.2	99
AC007656.1	814
AC007656.2	1102
AC007656.3	695
AC007656.4	458
AC007663.1	470
AC007663.2	563
AC007663.3	194
AC007663.4	9
AC007666.1	154
AC007666.2	25
AC007671.1	358
AC007673.1	551
AC007679.1	49
AC007679.2	99
AC007679.3	103
AC007681.1	1305
AC007682.1	2056
AC007683.1	64
AC007683.2	137
AC007684.1	64
AC007684.2	211
AC007685.1	633
AC007685.2	543
AC007686.1	105
AC007686.2	66
AC007686.3	104
AC007686.4	73
AC007686.5	104
AC007687.1	442
AC007688.1	43
AC007688.2	101
AC007688.3	110
AC007690.1	953
AC007695.1	152
AC007718.1	2050
AC007728.1	322
AC007728.2	342
AC007728.3	150
AC007731.1	164
AC007731.2	150
AC007731.3	39
AC007731.4	89
AC007731.5	70
AC007731.6	175
AC007736.1	854
AC007738.1	589
AC007741.1	2114
AC007743.1	325
AC007744.1	1155
AC007749.1	1345
AC007749.2	2099
AC007750.1	697
AC007751.1	1807
AC007773.1	846
AC007780.1	311
AC007785.1	479
AC007785.2	444
AC007785.3	496
AC007786.1	700
AC007786.2	74
AC007786.3	608
AC007786.4	1009
AC007787.1	106
AC007787.2	170
AC007792.1	210
AC007795.1	968
AC007823.1	55
AC007834.1	170
AC007834.2	31
AC007842.1	85
AC007846.1	1263
AC007846.2	517
AC007848.1	1470
AC007848.2	3325
AC007849.1	1009
AC007849.2	1449
AC007861.1	905
AC007861.2	429
AC007876.1	1
AC007877.1	816
AC007878.1	469
AC007879.1	37
AC007879.2	126
AC007879.3	80
AC007879.4	345
AC007879.5	194
AC007880.1	362
AC007880.2	315
AC007881.1	351
AC007881.2	51
AC007881.3	348
AC007881.4	101
AC007906.1	178
AC007906.2	284
AC007907.1	852
AC007919.1	381
AC007919.2	307
AC007920.1	1158
AC007920.2	860
AC007922.1	15
AC007922.2	169
AC007922.3	13
AC007922.4	1153
AC007922.5	823
AC007923.1	97
AC007923.2	126
AC007923.3	150
AC007938.1	144
AC007938.2	99
AC007938.3	63
AC007938.4	12
AC007938.5	8
AC007938.6	3
AC007948.1	2248
AC007950.1	698
AC007950.2	190
AC007952.1	1
AC007952.2	6
AC007952.4	5
AC007952.6	6
AC007952.7	7
AC007952.9	4
AC007953.1	832
AC007953.2	405
AC007954.1	115
AC007956.1	78
AC007956.2	283
AC007966.1	1046
AC007967.1	3
AC007969.1	88
AC007982.1	952
AC007991.1	1215
AC007991.2	109
AC007991.3	60
AC007991.4	249
AC007992.1	452
AC007992.2	320
AC007993.1	199
AC007993.2	134
AC007993.3	590
AC007996.1	383
AC007998.1	79
AC007998.3	115
AC007998.4	157
AC007998.5	89
AC008006.1	293
AC008011.1	557
AC008011.2	1058
AC008012.1	1778
AC008013.1	121
AC008013.2	1255
AC008013.3	854
AC008013.4	198
AC008014.1	303
AC008015.1	214
AC008026.1	282
AC008026.2	196
AC008026.3	98
AC008033.1	171
AC008033.2	196
AC008033.3	213
AC008035.1	829
AC008038.1	432
AC008040.1	174
AC008040.2	99
AC008040.3	150
AC008040.4	171
AC008050.1	1065
AC008055.1	2481
AC008055.2	666
AC008056.1	659
AC008056.2	1088
AC008056.3	680
AC008060.1	902
AC008060.2	595
AC008060.3	2139
AC008060.4	630
AC008060.5	673
AC008063.1	285
AC008066.1	595
AC008067.1	1682
AC008069.1	1430
AC008072.1	890
AC008073.1	130
AC008073.2	88
AC008073.3	60
AC008074.1	277
AC008074.2	515
AC008079.1	79
AC008080.1	836
AC008080.2	799
AC008080.3	760
AC008080.4	297
AC008083.1	41
AC008083.2	186
AC008083.3	56
AC008083.4	273
AC008088.1	16
AC008088.2	41
AC008103.1	11
AC008105.1	60
AC008105.2	34
AC008105.3	38
AC008114.1	309
AC008115.1	230
AC008115.2	73
AC008115.3	12
AC008115.4	156
AC008119.1	50
AC008121.1	15
AC008121.2	6
AC008121.3	142
AC008121.4	41
AC008124.1	315
AC008125.1	1359
AC008126.1	749
AC008127.1	1339
AC008127.2	175
AC008128.1	554
AC008132.1	19
AC008132.2	8
AC008133.1	3312
AC008133.2	3135
AC008134.1	747
AC008147.1	82
AC008147.2	35
AC008147.3	27
AC008147.4	87
AC008149.1	234
AC008149.2	231
AC008154.1	431
AC008154.2	1345
AC008155.1	519
AC008158.1	791
AC008162.1	492
AC008162.2	6
AC008163.1	295
AC008164.1	1155
AC008170.1	2270
AC008171.1	1253
AC008180.2	283
AC008250.1	223
AC008250.2	306
AC008264.1	993
AC008264.2	628
AC008267.1	92
AC008267.2	34
AC008267.3	70
AC008267.4	32
AC008267.5	77
AC008267.6	19
AC008267.7	11
AC008267.8	67
AC008268.1	472
AC008269.1	103
AC008269.2	377
AC008273.1	1540
AC008277.1	148
AC008277.2	178
AC008278.1	840
AC008278.2	1141
AC008280.1	142
AC008280.2	242
AC008281.1	476
AC008372.1	377
AC008378.1	133
AC008378.2	231
AC008379.1	106
AC008379.2	55
AC008385.1	374
AC008391.1	912
AC008393.1	114
AC008393.2	45
AC008394.1	243
AC008395.1	515
AC008397.1	397
AC008397.2	123
AC008403.1	58
AC008403.2	435
AC008403.3	275
AC008406.1	920
AC008406.2	1262
AC008406.3	987
AC008410.1	220
AC008412.1	474
AC008413.1	297
AC008413.2	898
AC008415.1	2634
AC008417.1	173
AC008427.1	58
AC008429.1	308
AC008429.2	44
AC008429.3	172
AC008429.4	34
AC008432.1	221
AC008434.1	14
AC008438.1	82
AC008438.2	103
AC008440.1	1160
AC008443.1	27
AC008443.2	12
AC008443.3	26
AC008443.4	57
AC008443.5	174
AC008443.6	29
AC008443.7	5
AC008443.8	42
AC008443.9	9
AC008446.1	1270
AC008453.1	146
AC008453.2	108
AC008456.1	587
AC008459.1	560
AC008462.1	938
AC008464.1	1379
AC008467.1	244
AC008474.1	71
AC008481.1	64
AC008481.2	95
AC008481.3	176
AC008489.1	1084
AC008494.1	80
AC008494.2	2403
AC008494.3	353
AC008496.1	904
AC008496.2	550
AC008496.3	729
AC008497.1	176
AC008498.1	55
AC008498.2	196
AC008505.1	1762
AC008507.1	27
AC008507.2	1238
AC008507.3	524
AC008507.4	334
AC008507.5	2283
AC008514.1	2249
AC008514.2	581
AC008517.1	902
AC008521.1	217
AC008521.2	153
AC008522.1	145
AC008525.1	994
AC008525.2	908
AC008532.1	330
AC008533.1	494
AC008534.1	866
AC008534.2	1673
AC008537.1	47
AC008537.2	32
AC008537.3	53
AC008537.4	28
AC008539.1	963
AC008543.1	236
AC008543.2	117
AC008543.3	24
AC008543.4	298
AC008543.5	84
AC008549.1	220
AC008549.2	203
AC008550.1	2156
AC008551.1	580
AC008554.1	78
AC008555.1	279
AC008555.2	196
AC008555.3	177
AC008555.4	166
AC008555.5	282
AC008555.6	459
AC008555.7	47
AC008556.1	1064
AC008558.1	2065
AC008562.1	1967
AC008565.1	641
AC008567.1	86
AC008567.2	119
AC008567.3	213
AC008568.1	203
AC008568.2	1060
AC008569.1	157
AC008569.2	81
AC008571.1	3810
AC008571.2	2864
AC008572.1	304
AC008574.1	1299
AC008575.1	61
AC008581.1	107
AC008581.2	53
AC008588.1	1769
AC008591.1	896
AC008592.1	90
AC008592.2	448
AC008592.3	62
AC008592.4	34
AC008601.1	971
AC008608.1	453
AC008608.2	464
AC008610.1	364
AC008619.1	1342
AC008620.1	752
AC008620.2	716
AC008622.1	61
AC008622.2	47
AC008622.3	15
AC008625.1	358
AC008626.1	11
AC008626.2	104
AC008627.1	1118
AC008628.1	80
AC008628.2	169
AC008629.1	251
AC008629.2	12
AC008629.3	113
AC008632.1	512
AC008635.1	43
AC008635.2	66
AC008638.1	1122
AC008638.2	537
AC008638.3	751
AC008641.1	173
AC008649.1	761
AC008649.2	136
AC008650.1	449
AC008652.1	901
AC008655.1	469
AC008655.2	176
AC008659.1	2293
AC008662.1	874
AC008662.2	3818
AC008663.1	289
AC008663.2	88
AC008663.3	164
AC008667.1	379
AC008667.2	1026
AC008667.3	1198
AC008667.4	636
AC008669.1	89
AC008670.1	84
AC008674.1	302
AC008676.1	576
AC008676.2	916
AC008676.3	946
AC008677.1	18
AC008677.2	187
AC008677.3	447
AC008679.1	296
AC008680.1	2836
AC008686.1	2240
AC008687.1	8
AC008687.2	143
AC008687.3	197
AC008687.4	26
AC008687.5	18
AC008687.6	11
AC008687.7	6
AC008687.8	142
AC008691.1	542
AC008694.1	432
AC008694.2	567
AC008695.1	2
AC008695.2	126
AC008696.1	1465
AC008696.2	921
AC008700.1	1532
AC008703.1	1042
AC008705.1	859
AC008705.2	409
AC008708.1	4534
AC008708.2	2355
AC008716.1	1589
AC008723.1	1129
AC008725.1	1578
AC008728.1	1773
AC008731.1	458
AC008733.1	127
AC008734.1	110
AC008734.2	89
AC008735.1	22
AC008735.2	52
AC008735.3	389
AC008735.4	31
AC008735.5	24
AC008736.1	66
AC008736.2	431
AC008737.1	69
AC008737.2	428
AC008737.3	511
AC008738.1	62
AC008738.2	71
AC008738.3	150
AC008738.4	221
AC008738.5	4
AC008738.6	270
AC008738.7	46
AC008739.1	125
AC008739.2	265
AC008739.3	246
AC008739.5	467
AC008740.1	112
AC008740.2	4
AC008741.1	135
AC008742.1	303
AC008743.1	486
AC008745.1	234
AC008747.1	93
AC008749.1	31
AC008750.1	153
AC008750.2	145
AC008750.3	289
AC008750.4	74
AC008750.5	12
AC008750.6	207
AC008750.7	167
AC008750.8	10
AC008751.1	68
AC008751.2	52
AC008751.3	49
AC008752.1	20
AC008752.2	24
AC008752.3	149
AC008752.4	33
AC008753.1	78
AC008753.2	348
AC008753.3	319
AC008758.1	1
AC008758.2	102
AC008758.3	14
AC008758.4	60
AC008758.5	59
AC008758.6	53
AC008759.1	149
AC008759.2	127
AC008759.3	273
AC008760.1	120
AC008760.2	75
AC008761.1	627
AC008761.2	310
AC008761.3	537
AC008763.1	326
AC008763.2	67
AC008763.3	71
AC008764.1	1
AC008764.10	45
AC008764.2	42
AC008764.3	22
AC008764.4	9
AC008764.5	17
AC008764.6	76
AC008764.7	34
AC008764.8	22
AC008764.9	30
AC008766.1	466
AC008770.1	59
AC008770.2	6
AC008770.3	19
AC008770.4	4
AC008771.1	78
AC008780.1	330
AC008780.2	1176
AC008781.1	118
AC008781.2	26
AC008782.1	720
AC008785.1	172
AC008786.1	1155
AC008794.1	306
AC008798.1	587
AC008798.2	507
AC008798.3	642
AC008799.1	84
AC008799.2	147
AC008802.1	214
AC008805.1	626
AC008805.2	871
AC008806.1	147
AC008808.1	1415
AC008808.2	274
AC008810.1	41
AC008813.1	303
AC008814.1	743
AC008817.1	1201
AC008825.1	798
AC008825.2	558
AC008833.1	1416
AC008834.1	521
AC008837.1	850
AC008837.2	954
AC008840.1	183
AC008847.1	368
AC008848.1	90
AC008850.1	185
AC008850.2	114
AC008852.1	3239
AC008868.1	413
AC008869.1	1644
AC008870.1	35
AC008870.2	31
AC008870.3	82
AC008870.4	42
AC008870.5	239
AC008871.1	109
AC008873.1	490
AC008875.1	134
AC008875.2	107
AC008875.3	356
AC008877.1	1644
AC008878.1	142
AC008878.2	52
AC008878.3	277
AC008878.4	216
AC008883.1	66
AC008883.2	110
AC008883.3	562
AC008885.1	140
AC008885.2	954
AC008892.1	38
AC008894.1	73
AC008894.2	130
AC008894.3	133
AC008895.1	181
AC008897.1	111
AC008897.2	559
AC008897.3	58
AC008906.1	721
AC008906.2	94
AC008914.1	255
AC008915.1	52
AC008915.2	123
AC008915.3	38
AC008937.1	109
AC008937.2	414
AC008937.3	26
AC008938.1	751
AC008940.1	838
AC008945.1	257
AC008945.2	204
AC008946.1	176
AC008948.1	830
AC008953.1	91
AC008957.1	616
AC008957.2	735
AC008957.3	128
AC008958.1	208
AC008962.1	761
AC008964.1	405
AC008966.1	546
AC008966.2	263
AC008966.3	461
AC008967.1	1114
AC008969.1	243
AC008969.2	26
AC008972.1	208
AC008972.2	41
AC008982.1	7
AC008982.2	30
AC008985.1	111
AC008991.1	302
AC008992.1	496
AC008993.3	2
AC009005.1	183
AC009014.1	77
AC009014.2	2
AC009014.4	575
AC009019.1	461
AC009019.2	594
AC009021.1	1585
AC009021.2	83
AC009022.1	157
AC009022.2	117
AC009027.1	116
AC009032.1	111
AC009033.1	4352
AC009034.1	127
AC009035.1	2711
AC009039.1	1246
AC009039.2	518
AC009041.1	599
AC009041.2	828
AC009041.3	165
AC009044.1	236
AC009052.1	45
AC009053.1	159
AC009053.2	66
AC009053.3	78
AC009053.4	54
AC009053.5	127
AC009054.1	224
AC009054.2	141
AC009055.1	2542
AC009055.2	1035
AC009060.1	56
AC009060.2	43
AC009061.1	197
AC009061.2	146
AC009063.1	315
AC009063.2	288
AC009063.3	1577
AC009063.4	235
AC009065.1	5
AC009065.2	73
AC009065.3	65
AC009065.4	4
AC009065.5	21
AC009065.6	10
AC009065.7	13
AC009065.8	18
AC009065.9	24
AC009070.1	25
AC009075.1	1794
AC009075.2	891
AC009075.3	751
AC009078.1	340
AC009078.2	595
AC009078.3	200
AC009081.1	395
AC009081.2	4507
AC009082.1	108
AC009084.1	132
AC009084.2	373
AC009084.3	212
AC009086.1	266
AC009086.2	14
AC009087.1	67
AC009088.1	47
AC009088.2	56
AC009088.3	181
AC009088.4	142
AC009090.1	19
AC009090.2	147
AC009090.3	288
AC009090.4	126
AC009090.5	67
AC009090.6	87
AC009093.1	184
AC009093.10	107
AC009093.2	4
AC009093.3	296
AC009093.4	340
AC009093.5	110
AC009093.6	182
AC009093.7	145
AC009093.8	115
AC009093.9	13
AC009094.1	1539
AC009095.1	76
AC009097.1	108
AC009097.2	270
AC009097.3	69
AC009097.4	42
AC009101.1	1354
AC009102.1	338
AC009102.2	438
AC009102.3	470
AC009102.4	639
AC009107.1	259
AC009107.2	49
AC009108.1	263
AC009108.2	1201
AC009108.3	1017
AC009108.4	565
AC009108.5	99
AC009110.1	2691
AC009113.1	207
AC009113.2	140
AC009117.1	2225
AC009117.2	2922
AC009118.1	38
AC009118.2	516
AC009118.3	140
AC009119.1	735
AC009119.2	590
AC009120.1	46
AC009120.2	34
AC009120.3	64
AC009120.4	224
AC009120.5	985
AC009120.6	405
AC009121.1	740
AC009121.2	28
AC009121.3	191
AC009121.4	151
AC009121.5	270
AC009123.1	195
AC009126.1	68
AC009127.1	53
AC009127.2	55
AC009131.1	28
AC009132.1	1076
AC009133.1	33
AC009133.2	54
AC009133.3	209
AC009133.4	99
AC009133.5	28
AC009133.6	6
AC009134.1	2208
AC009135.1	1152
AC009135.2	2387
AC009137.1	71
AC009137.2	201
AC009137.3	72
AC009139.1	365
AC009139.2	1696
AC009141.1	642
AC009142.1	2930
AC009145.1	169
AC009145.2	291
AC009145.3	390
AC009145.4	166
AC009148.1	305
AC009152.1	305
AC009152.3	1744
AC009152.6	417
AC009153.1	146
AC009154.1	581
AC009154.2	959
AC009158.1	1425
AC009159.1	1074
AC009159.2	211
AC009159.3	53
AC009159.4	545
AC009161.1	647
AC009161.2	1320
AC009163.1	217
AC009163.2	52
AC009163.3	72
AC009163.4	34
AC009163.5	5
AC009163.6	275
AC009163.7	626
AC009166.1	505
AC009166.2	474
AC009166.3	472
AC009167.1	77
AC009169.1	1125
AC009171.1	1239
AC009171.2	818
AC009185.1	399
AC009220.1	140
AC009220.2	90
AC009220.3	88
AC009226.1	76
AC009227.1	1497
AC009227.2	566
AC009228.1	107
AC009228.2	216
AC009229.1	348
AC009229.2	188
AC009229.3	180
AC009229.4	195
AC009230.1	1737
AC009233.1	2
AC009234.1	2284
AC009236.1	230
AC009236.2	1715
AC009237.1	19
AC009237.10	104
AC009237.11	33
AC009237.14	84
AC009237.15	24
AC009237.16	50
AC009237.17	71
AC009237.2	91
AC009237.3	43
AC009237.4	155
AC009237.5	182
AC009237.6	4
AC009237.8	19
AC009237.9	509
AC009238.1	3
AC009238.2	37
AC009238.3	122
AC009242.1	252
AC009244.1	698
AC009244.2	257
AC009245.1	787
AC009248.1	96
AC009248.2	182
AC009248.3	169
AC009262.1	1514
AC009263.1	194
AC009264.1	1413
AC009268.1	132
AC009268.2	211
AC009268.3	47
AC009269.1	241
AC009269.2	129
AC009269.3	83
AC009269.4	78
AC009269.5	136
AC009271.1	51
AC009271.2	547
AC009275.1	173
AC009276.1	472
AC009283.1	353
AC009292.1	920
AC009292.2	582
AC009296.1	413
AC009299.1	280
AC009299.2	120
AC009301.1	1861
AC009302.1	715
AC009303.1	189
AC009303.2	274
AC009303.3	20
AC009303.4	27
AC009305.1	2916
AC009309.1	52
AC009309.2	57
AC009310.1	2563
AC009312.1	2085
AC009313.1	313
AC009313.2	551
AC009314.1	98
AC009315.1	1650
AC009318.1	15
AC009318.2	55
AC009318.3	36
AC009318.4	153
AC009319.1	358
AC009320.1	860
AC009336.1	181
AC009336.2	256
AC009362.1	718
AC009365.1	1064
AC009365.2	878
AC009365.3	285
AC009365.4	269
AC009387.1	644
AC009396.1	1571
AC009396.2	1641
AC009396.3	262
AC009403.1	1180
AC009403.2	2
AC009403.3	1447
AC009404.1	429
AC009407.1	223
AC009408.1	1431
AC009408.2	1221
AC009410.1	1547
AC009411.1	448
AC009411.2	820
AC009413.1	138
AC009413.2	1120
AC009432.1	1954
AC009432.2	1358
AC009434.1	1076
AC009435.1	505
AC009446.1	1952
AC009452.1	281
AC009464.1	130
AC009468.1	887
AC009468.2	245
AC009474.1	572
AC009474.2	291
AC009477.1	22
AC009478.1	546
AC009480.1	434
AC009480.2	1188
AC009486.1	414
AC009486.2	2564
AC009487.1	738
AC009487.2	229
AC009487.3	435
AC009492.1	365
AC009494.1	1
AC009494.2	1
AC009495.1	340
AC009495.2	117
AC009495.3	981
AC009498.1	2544
AC009500.1	1361
AC009501.1	285
AC009501.2	168
AC009501.3	377
AC009502.1	1523
AC009505.1	504
AC009506.1	152
AC009506.2	279
AC009509.1	39
AC009509.2	162
AC009509.3	32
AC009509.4	179
AC009509.5	23
AC009511.1	30
AC009511.2	51
AC009511.3	359
AC009517.1	609
AC009518.1	555
AC009518.2	2016
AC009522.1	56
AC009531.1	1068
AC009533.1	321
AC009533.2	96
AC009533.3	339
AC009533.4	376
AC009533.5	12
AC009542.1	240
AC009542.2	482
AC009549.1	501
AC009554.1	458
AC009554.2	186
AC009558.1	939
AC009558.2	1863
AC009560.1	225
AC009560.2	1051
AC009560.3	207
AC009560.4	112
AC009562.1	424
AC009563.1	233
AC009567.1	1780
AC009567.2	156
AC009570.1	94
AC009570.2	67
AC009597.1	929
AC009597.2	863
AC009623.1	688
AC009623.2	1745
AC009623.3	1186
AC009630.1	733
AC009630.2	249
AC009630.3	122
AC009630.4	147
AC009634.1	150
AC009643.1	714
AC009643.2	2418
AC009646.1	930
AC009646.2	433
AC009652.1	818
AC009654.1	607
AC009656.1	223
AC009682.1	229
AC009686.1	829
AC009686.2	335
AC009690.1	24
AC009690.2	203
AC009690.3	33
AC009704.1	601
AC009704.2	54
AC009704.3	615
AC009712.1	76
AC009716.1	672
AC009716.2	552
AC009720.1	646
AC009729.1	3074
AC009731.1	2808
AC009743.1	1613
AC009753.1	407
AC009754.1	192
AC009754.2	855
AC009774.1	1786
AC009779.1	62
AC009779.2	11
AC009779.3	84
AC009779.4	64
AC009779.5	38
AC009779.6	454
AC009779.7	116
AC009784.1	1636
AC009800.1	1616
AC009802.1	1409
AC009803.1	1551
AC009803.2	1429
AC009804.1	1288
AC009804.2	777
AC009806.1	920
AC009812.1	379
AC009812.2	138
AC009812.3	99
AC009812.4	56
AC009812.5	1
AC009831.1	59
AC009831.2	99
AC009831.3	90
AC009831.4	152
AC009835.1	1204
